contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,id
cellular,jul,mon,191,3,999,0,nonexistent,11985
telephone,jun,fri,614,2,999,0,nonexistent,36239
cellular,aug,fri,353,1,999,0,nonexistent,15469
telephone,may,tue,195,1,999,0,nonexistent,5055
cellular,aug,wed,275,8,999,0,nonexistent,9964
cellular,aug,tue,199,2,999,0,nonexistent,22279
cellular,nov,tue,46,1,999,0,nonexistent,19564
telephone,may,wed,207,3,999,0,nonexistent,1264
cellular,nov,thu,110,1,999,1,failure,5196
cellular,aug,tue,147,2,999,0,nonexistent,9823
cellular,nov,mon,80,1,999,0,nonexistent,20251
cellular,nov,mon,244,2,999,1,failure,28224
cellular,nov,fri,321,1,999,0,nonexistent,15294
cellular,nov,wed,112,1,999,0,nonexistent,26904
cellular,may,mon,7,5,999,2,failure,33511
telephone,may,tue,16,3,999,0,nonexistent,19894
cellular,jun,tue,115,1,999,0,nonexistent,17379
cellular,may,thu,104,1,999,1,failure,34549
cellular,aug,mon,984,1,999,0,nonexistent,3690
cellular,aug,fri,876,2,999,0,nonexistent,3057
telephone,jun,fri,49,4,999,0,nonexistent,16378
telephone,may,mon,312,1,999,0,nonexistent,24068
cellular,nov,wed,101,1,999,0,nonexistent,6167
telephone,may,mon,579,2,999,0,nonexistent,30325
cellular,may,thu,118,1,999,0,nonexistent,26437
telephone,may,fri,242,3,999,0,nonexistent,24214
telephone,jun,thu,21,10,999,0,nonexistent,5354
cellular,apr,thu,176,1,999,0,nonexistent,3870
cellular,mar,mon,889,4,999,0,nonexistent,3576
cellular,may,thu,195,2,999,1,failure,8537
cellular,may,tue,392,1,999,0,nonexistent,33034
cellular,jul,fri,558,1,999,0,nonexistent,31977
cellular,may,mon,643,2,999,0,nonexistent,27953
telephone,may,mon,123,2,999,0,nonexistent,28315
cellular,aug,thu,52,5,999,0,nonexistent,17931
cellular,mar,fri,179,1,999,0,nonexistent,37121
cellular,may,mon,429,4,999,1,failure,35050
cellular,oct,fri,272,1,10,3,failure,38397
cellular,aug,wed,1357,3,999,0,nonexistent,33890
cellular,jul,fri,69,7,999,0,nonexistent,35560
telephone,nov,fri,77,5,999,0,nonexistent,34801
telephone,may,fri,186,5,999,0,nonexistent,26852
cellular,jul,tue,249,3,999,0,nonexistent,32811
cellular,jul,mon,236,2,999,0,nonexistent,39445
telephone,jul,tue,39,1,999,0,nonexistent,16317
telephone,jun,wed,632,1,999,0,nonexistent,27131
cellular,may,wed,747,2,999,1,failure,16130
cellular,apr,thu,157,1,999,0,nonexistent,14001
cellular,apr,thu,364,1,999,0,nonexistent,15551
cellular,aug,thu,87,1,999,0,nonexistent,40826
telephone,may,thu,609,1,999,0,nonexistent,17510
cellular,oct,fri,59,1,999,0,nonexistent,10887
cellular,aug,fri,97,2,999,0,nonexistent,10165
cellular,may,fri,120,2,999,0,nonexistent,21016
cellular,jul,tue,100,9,999,0,nonexistent,23760
cellular,jul,mon,180,3,999,0,nonexistent,16850
cellular,aug,fri,252,1,999,0,nonexistent,649
cellular,may,tue,121,1,999,0,nonexistent,18500
telephone,may,wed,127,2,999,0,nonexistent,35360
cellular,may,wed,358,2,999,1,failure,25145
telephone,may,mon,234,1,999,0,nonexistent,2985
cellular,aug,thu,195,3,999,0,nonexistent,41170
cellular,nov,fri,202,3,999,0,nonexistent,21815
telephone,may,wed,64,4,999,0,nonexistent,7971
cellular,jul,wed,68,3,999,0,nonexistent,37502
cellular,aug,thu,119,3,999,0,nonexistent,11665
cellular,may,tue,191,3,999,0,nonexistent,27706
telephone,may,tue,155,2,999,0,nonexistent,1143
telephone,aug,wed,127,2,999,0,nonexistent,13691
telephone,may,thu,17,3,999,0,nonexistent,3632
cellular,may,wed,209,1,999,1,failure,38122
cellular,jun,thu,259,2,999,0,nonexistent,26866
cellular,may,mon,254,2,999,0,nonexistent,35890
cellular,may,wed,236,1,999,0,nonexistent,39368
telephone,may,tue,69,1,999,0,nonexistent,17349
cellular,may,fri,198,1,999,0,nonexistent,37506
cellular,sep,tue,380,1,999,0,nonexistent,34242
telephone,may,wed,506,2,999,0,nonexistent,35809
telephone,jun,thu,330,1,999,0,nonexistent,6677
telephone,may,tue,218,1,999,0,nonexistent,25650
cellular,may,tue,358,1,999,0,nonexistent,8668
telephone,may,fri,180,1,999,0,nonexistent,16336
cellular,may,mon,652,1,999,0,nonexistent,14770
cellular,nov,tue,97,1,999,0,nonexistent,37515
telephone,may,wed,74,2,999,0,nonexistent,15574
cellular,aug,thu,260,3,999,0,nonexistent,18667
cellular,nov,wed,405,1,999,0,nonexistent,13361
telephone,may,thu,123,4,999,0,nonexistent,29489
telephone,may,mon,139,6,999,0,nonexistent,30036
telephone,may,mon,374,1,999,0,nonexistent,40040
telephone,may,fri,290,1,999,0,nonexistent,5785
cellular,jul,mon,227,4,999,0,nonexistent,6019
cellular,jul,mon,129,2,999,0,nonexistent,40496
cellular,aug,mon,145,3,3,2,success,10553
telephone,jun,thu,305,2,999,0,nonexistent,34965
telephone,jun,wed,83,2,999,0,nonexistent,3176
cellular,may,mon,171,2,999,0,nonexistent,28552
telephone,nov,thu,871,3,999,0,nonexistent,22380
telephone,may,wed,318,6,999,0,nonexistent,34759
telephone,jun,tue,208,1,999,0,nonexistent,13652
telephone,jun,mon,409,2,999,0,nonexistent,282
cellular,aug,tue,52,1,999,0,nonexistent,7635
telephone,jul,wed,329,3,999,0,nonexistent,26374
telephone,may,mon,577,1,999,0,nonexistent,2686
cellular,sep,thu,104,1,999,1,failure,26349
telephone,jul,thu,51,18,999,0,nonexistent,35156
telephone,jun,mon,264,4,999,0,nonexistent,13943
cellular,aug,wed,88,2,999,0,nonexistent,23214
cellular,jul,thu,534,1,999,0,nonexistent,7762
telephone,jun,fri,248,1,999,0,nonexistent,32610
telephone,jun,wed,268,1,999,0,nonexistent,15004
cellular,nov,thu,107,1,999,0,nonexistent,21331
cellular,mar,mon,150,4,999,0,nonexistent,2523
telephone,may,fri,204,1,999,0,nonexistent,35479
telephone,jun,thu,153,1,999,0,nonexistent,20939
cellular,apr,wed,382,2,999,0,nonexistent,13722
telephone,may,fri,160,2,999,0,nonexistent,40722
telephone,jul,wed,122,4,999,0,nonexistent,16958
cellular,aug,tue,109,2,999,0,nonexistent,12275
cellular,may,thu,251,2,999,0,nonexistent,32666
telephone,may,fri,185,3,999,0,nonexistent,33409
cellular,may,mon,50,5,999,0,nonexistent,31016
telephone,jun,fri,334,3,999,0,nonexistent,10383
telephone,may,thu,64,1,999,0,nonexistent,11058
telephone,jul,mon,63,5,999,0,nonexistent,8691
telephone,jun,mon,373,2,999,0,nonexistent,39089
cellular,nov,thu,500,2,999,1,failure,26386
telephone,may,wed,546,1,999,0,nonexistent,15688
cellular,may,fri,730,5,999,0,nonexistent,26297
cellular,aug,wed,62,2,999,0,nonexistent,27538
cellular,aug,wed,274,2,999,0,nonexistent,25176
cellular,nov,thu,237,1,3,3,success,36913
cellular,aug,fri,739,1,999,0,nonexistent,38838
cellular,aug,mon,366,3,999,0,nonexistent,22842
cellular,may,tue,10,5,999,0,nonexistent,33087
telephone,may,wed,244,7,999,0,nonexistent,27009
cellular,aug,fri,150,2,999,0,nonexistent,9691
cellular,aug,thu,3322,1,999,0,nonexistent,39670
cellular,nov,wed,130,1,999,1,failure,32639
cellular,nov,thu,114,2,999,0,nonexistent,41160
telephone,may,fri,180,3,999,0,nonexistent,24964
cellular,may,tue,66,1,999,0,nonexistent,17767
cellular,jun,tue,217,1,999,0,nonexistent,9048
cellular,may,mon,567,2,999,0,nonexistent,8614
telephone,may,fri,147,2,999,1,failure,17696
cellular,nov,thu,677,1,999,0,nonexistent,24881
telephone,jun,thu,718,13,999,0,nonexistent,17394
telephone,jun,mon,81,4,999,0,nonexistent,30658
cellular,aug,fri,323,3,999,0,nonexistent,22905
cellular,may,mon,59,2,999,0,nonexistent,32244
telephone,oct,fri,615,1,999,0,nonexistent,37716
cellular,may,thu,303,3,999,1,failure,16226
telephone,jun,mon,117,3,999,0,nonexistent,40110
telephone,may,mon,168,1,999,0,nonexistent,1750
telephone,may,fri,483,1,999,0,nonexistent,9854
cellular,aug,thu,343,1,999,0,nonexistent,38471
cellular,nov,fri,82,3,999,0,nonexistent,17649
cellular,aug,mon,139,3,999,0,nonexistent,32658
cellular,apr,mon,64,3,999,1,failure,35302
cellular,nov,tue,203,2,999,0,nonexistent,29659
cellular,jul,wed,61,2,999,0,nonexistent,29209
cellular,aug,wed,103,4,999,0,nonexistent,29524
telephone,jun,fri,21,18,999,0,nonexistent,18373
cellular,nov,tue,165,2,999,1,failure,29026
cellular,aug,fri,77,1,999,0,nonexistent,36485
cellular,aug,wed,226,4,999,0,nonexistent,18441
cellular,aug,wed,290,1,999,0,nonexistent,6858
cellular,aug,wed,150,2,999,0,nonexistent,29753
cellular,jul,tue,226,1,999,0,nonexistent,11890
telephone,jun,tue,271,2,999,0,nonexistent,38510
telephone,may,tue,214,1,999,0,nonexistent,27019
cellular,nov,wed,382,2,999,0,nonexistent,15504
cellular,jun,tue,245,2,999,0,nonexistent,2693
cellular,mar,wed,577,1,999,0,nonexistent,14114
cellular,apr,thu,664,2,999,0,nonexistent,22106
telephone,jun,thu,541,17,999,0,nonexistent,8610
cellular,jul,tue,101,1,999,0,nonexistent,31290
cellular,may,thu,43,1,999,0,nonexistent,26378
cellular,aug,fri,258,1,999,0,nonexistent,21324
cellular,mar,thu,362,1,9,2,success,36384
cellular,apr,mon,542,3,999,2,failure,30171
cellular,aug,tue,164,3,999,0,nonexistent,2664
cellular,aug,mon,47,2,999,0,nonexistent,3093
telephone,jun,fri,87,3,999,0,nonexistent,1946
telephone,may,mon,400,2,999,0,nonexistent,32806
telephone,jun,wed,680,2,999,0,nonexistent,5797
cellular,apr,wed,80,3,999,0,nonexistent,8916
telephone,nov,mon,215,3,999,0,nonexistent,27537
cellular,may,mon,78,2,999,0,nonexistent,20435
cellular,nov,fri,161,5,999,0,nonexistent,4550
telephone,may,wed,463,1,999,0,nonexistent,37617
cellular,apr,mon,147,1,6,1,success,10331
telephone,may,tue,216,1,999,0,nonexistent,29043
cellular,aug,fri,31,1,999,0,nonexistent,40682
cellular,apr,thu,268,1,999,1,failure,20288
telephone,may,wed,82,7,999,0,nonexistent,12291
cellular,aug,thu,93,1,999,0,nonexistent,40937
cellular,nov,wed,248,1,999,1,failure,28620
cellular,may,tue,91,1,999,0,nonexistent,30252
telephone,may,tue,262,1,999,0,nonexistent,6085
telephone,may,fri,1534,2,999,0,nonexistent,37570
telephone,may,tue,239,1,999,0,nonexistent,38396
cellular,apr,mon,66,1,999,0,nonexistent,35300
cellular,aug,thu,88,3,999,0,nonexistent,14125
cellular,may,thu,185,3,999,0,nonexistent,11102
telephone,jun,wed,55,1,999,0,nonexistent,21099
cellular,aug,thu,129,1,999,0,nonexistent,20385
cellular,nov,wed,134,4,999,0,nonexistent,6780
cellular,jul,wed,76,2,999,0,nonexistent,29386
telephone,may,fri,116,2,999,0,nonexistent,3948
cellular,aug,thu,67,1,999,0,nonexistent,28219
cellular,jul,mon,17,19,999,0,nonexistent,28464
telephone,may,thu,60,1,999,0,nonexistent,10913
cellular,may,thu,223,2,999,0,nonexistent,19200
telephone,may,fri,81,2,999,0,nonexistent,34564
cellular,may,wed,238,3,999,0,nonexistent,6351
telephone,jun,mon,106,2,999,0,nonexistent,12191
cellular,may,mon,18,4,999,1,failure,29602
telephone,may,fri,665,2,999,0,nonexistent,35752
cellular,sep,tue,358,2,999,0,nonexistent,3035
cellular,jul,wed,406,4,999,0,nonexistent,24662
telephone,jun,fri,188,1,999,0,nonexistent,7707
telephone,may,mon,194,5,999,0,nonexistent,8364
cellular,aug,mon,99,7,999,0,nonexistent,30814
telephone,may,thu,56,2,999,0,nonexistent,5548
telephone,may,fri,218,3,999,0,nonexistent,9083
cellular,jun,fri,398,2,999,0,nonexistent,2003
telephone,jul,fri,385,1,999,0,nonexistent,36612
telephone,may,mon,107,2,999,0,nonexistent,25898
cellular,dec,thu,956,1,999,0,nonexistent,18817
telephone,may,tue,210,2,999,0,nonexistent,13979
cellular,nov,fri,492,2,999,0,nonexistent,17384
cellular,jun,mon,301,3,999,0,nonexistent,8403
cellular,may,tue,106,4,999,0,nonexistent,25991
telephone,may,fri,251,1,999,0,nonexistent,5428
cellular,jul,thu,272,2,999,0,nonexistent,17168
telephone,jun,wed,332,2,999,0,nonexistent,4399
cellular,may,thu,187,1,999,0,nonexistent,10032
cellular,may,fri,88,1,999,0,nonexistent,22911
cellular,jul,thu,988,5,999,0,nonexistent,11733
cellular,aug,mon,104,3,999,0,nonexistent,13770
cellular,aug,thu,98,3,999,0,nonexistent,24705
cellular,may,fri,198,1,999,0,nonexistent,18340
cellular,jul,tue,203,1,999,0,nonexistent,24024
cellular,jul,fri,172,3,999,0,nonexistent,27585
cellular,jul,fri,153,2,999,0,nonexistent,38399
cellular,mar,mon,54,1,999,0,nonexistent,30983
cellular,nov,wed,134,1,999,0,nonexistent,9942
cellular,nov,thu,952,2,999,0,nonexistent,8349
cellular,jul,wed,110,2,999,0,nonexistent,2575
telephone,jun,thu,318,2,999,0,nonexistent,26686
cellular,may,mon,196,2,999,0,nonexistent,8110
cellular,oct,mon,83,2,12,2,failure,24763
telephone,may,wed,71,1,999,0,nonexistent,36535
cellular,jul,tue,188,1,999,0,nonexistent,20320
telephone,oct,fri,3253,1,999,0,nonexistent,8448
cellular,aug,mon,410,4,999,0,nonexistent,26173
cellular,nov,mon,219,1,999,0,nonexistent,10766
cellular,may,wed,60,1,999,1,failure,31004
cellular,jul,tue,145,12,999,0,nonexistent,26522
cellular,nov,fri,712,2,19,1,success,1416
cellular,may,mon,135,3,999,0,nonexistent,31344
cellular,aug,thu,122,1,999,0,nonexistent,17126
telephone,jun,fri,8,12,999,0,nonexistent,19812
cellular,aug,fri,48,2,999,0,nonexistent,35621
cellular,jul,wed,127,1,999,0,nonexistent,40588
cellular,jul,wed,525,2,999,0,nonexistent,10695
telephone,jun,fri,11,6,999,0,nonexistent,11235
telephone,may,fri,268,1,999,0,nonexistent,22349
cellular,jul,mon,176,4,999,0,nonexistent,39065
cellular,jul,wed,458,2,999,0,nonexistent,7336
cellular,nov,mon,63,1,999,0,nonexistent,4791
cellular,jul,tue,268,1,999,0,nonexistent,32209
cellular,jul,wed,130,3,999,0,nonexistent,8934
cellular,jul,fri,49,1,999,0,nonexistent,11419
cellular,jul,tue,181,1,999,0,nonexistent,21835
telephone,may,thu,543,3,999,0,nonexistent,20652
telephone,jul,wed,106,1,999,0,nonexistent,18369
cellular,jul,mon,98,3,999,0,nonexistent,30613
telephone,jun,wed,570,11,999,0,nonexistent,21574
telephone,jun,tue,170,1,999,0,nonexistent,685
telephone,may,tue,21,7,999,0,nonexistent,2014
cellular,aug,thu,136,1,999,0,nonexistent,40269
cellular,jun,mon,614,3,3,2,success,38106
cellular,may,thu,85,1,999,0,nonexistent,12331
cellular,jun,thu,592,3,999,1,failure,24172
cellular,jul,thu,142,1,999,0,nonexistent,40198
cellular,apr,mon,63,1,999,0,nonexistent,20007
telephone,may,wed,260,1,999,0,nonexistent,19365
cellular,aug,wed,93,1,999,0,nonexistent,29998
cellular,aug,wed,1740,1,999,0,nonexistent,12081
cellular,may,fri,247,1,999,1,failure,10562
telephone,jun,mon,278,1,999,0,nonexistent,34415
cellular,aug,mon,97,1,999,0,nonexistent,11279
cellular,nov,tue,105,1,999,0,nonexistent,33386
cellular,nov,wed,139,1,999,1,failure,30835
cellular,nov,wed,206,5,999,0,nonexistent,29724
telephone,may,wed,205,2,999,0,nonexistent,11474
cellular,may,wed,133,2,1,1,success,1840
cellular,nov,wed,357,1,999,0,nonexistent,6466
cellular,aug,fri,204,1,999,0,nonexistent,13725
cellular,jul,thu,45,2,999,0,nonexistent,19557
cellular,nov,wed,159,2,4,1,success,376
telephone,may,tue,203,1,999,0,nonexistent,33651
cellular,may,tue,253,1,999,0,nonexistent,36533
telephone,jun,wed,52,6,999,0,nonexistent,24972
cellular,jul,mon,97,2,999,0,nonexistent,10690
cellular,may,thu,380,3,999,0,nonexistent,32659
cellular,jul,mon,214,3,999,0,nonexistent,33314
telephone,jun,tue,222,3,999,0,nonexistent,40128
cellular,jul,wed,238,1,999,0,nonexistent,9400
cellular,jul,tue,226,1,999,0,nonexistent,12337
cellular,aug,thu,291,1,999,0,nonexistent,9434
cellular,may,thu,62,4,999,1,failure,13875
telephone,jul,thu,626,5,999,0,nonexistent,20170
cellular,jun,wed,593,1,999,0,nonexistent,38848
cellular,nov,fri,81,6,999,1,failure,525
cellular,may,wed,199,3,999,0,nonexistent,26820
cellular,aug,fri,52,8,999,0,nonexistent,5629
cellular,jul,tue,256,2,6,1,success,36970
telephone,jun,mon,54,1,999,0,nonexistent,3358
cellular,jul,fri,121,2,999,0,nonexistent,30000
telephone,may,wed,171,5,999,0,nonexistent,21956
cellular,jul,mon,239,2,999,0,nonexistent,39995
telephone,apr,tue,207,17,999,0,nonexistent,31280
cellular,jul,mon,102,2,999,0,nonexistent,38359
cellular,may,fri,415,4,999,1,failure,14181
cellular,aug,fri,125,1,999,0,nonexistent,16725
cellular,aug,mon,308,4,999,0,nonexistent,31507
telephone,jun,mon,2769,4,999,0,nonexistent,37841
telephone,may,fri,601,1,999,0,nonexistent,2936
telephone,may,wed,1009,3,999,0,nonexistent,1089
telephone,jun,fri,329,1,999,0,nonexistent,4000
telephone,may,mon,291,1,999,0,nonexistent,37665
telephone,may,tue,1015,1,999,0,nonexistent,32143
cellular,may,mon,113,2,999,0,nonexistent,23419
cellular,jul,mon,581,4,999,0,nonexistent,15185
cellular,may,thu,289,1,3,4,success,1569
cellular,mar,mon,92,2,3,1,success,38355
cellular,may,fri,105,1,999,0,nonexistent,22525
cellular,may,wed,667,2,999,0,nonexistent,28388
cellular,may,mon,194,2,999,1,failure,3191
telephone,may,tue,65,1,999,0,nonexistent,15702
cellular,aug,tue,345,2,999,0,nonexistent,5297
cellular,may,wed,118,1,999,1,failure,298
cellular,aug,mon,143,2,15,2,failure,16290
cellular,aug,thu,23,7,999,0,nonexistent,6116
telephone,may,wed,267,1,999,0,nonexistent,23839
cellular,may,thu,175,3,999,0,nonexistent,20253
cellular,jul,thu,131,2,999,0,nonexistent,24234
telephone,jun,fri,404,3,999,0,nonexistent,20922
cellular,nov,wed,783,3,999,0,nonexistent,37904
telephone,may,mon,252,4,999,0,nonexistent,29215
cellular,sep,wed,210,1,999,1,failure,32954
cellular,nov,tue,400,1,999,0,nonexistent,23130
cellular,jul,thu,85,3,999,0,nonexistent,21890
cellular,aug,thu,194,1,999,0,nonexistent,27142
cellular,may,tue,731,3,999,1,failure,8806
cellular,aug,wed,127,1,999,0,nonexistent,20143
cellular,nov,mon,160,1,999,0,nonexistent,23853
telephone,may,tue,190,1,999,0,nonexistent,3261
cellular,nov,wed,122,2,999,0,nonexistent,36429
cellular,oct,wed,84,1,6,1,success,35110
cellular,may,thu,102,6,999,0,nonexistent,1383
cellular,may,mon,20,6,999,0,nonexistent,23114
cellular,apr,mon,293,2,999,0,nonexistent,23206
telephone,may,tue,132,2,999,0,nonexistent,2708
telephone,jun,wed,319,2,999,0,nonexistent,32804
cellular,nov,tue,465,1,999,0,nonexistent,26058
cellular,aug,thu,141,1,999,0,nonexistent,2872
cellular,nov,mon,272,1,999,0,nonexistent,11112
telephone,may,fri,83,4,999,0,nonexistent,20822
telephone,jun,fri,114,10,999,0,nonexistent,33427
cellular,nov,tue,17,1,999,0,nonexistent,18642
cellular,may,tue,139,2,999,0,nonexistent,31663
cellular,aug,tue,113,2,999,1,failure,27329
cellular,jul,wed,497,5,999,0,nonexistent,25610
telephone,jun,thu,83,1,999,0,nonexistent,40118
telephone,jun,fri,81,2,999,0,nonexistent,27001
telephone,may,fri,167,4,999,0,nonexistent,14798
cellular,sep,mon,156,2,999,1,failure,7117
telephone,jun,mon,363,1,999,0,nonexistent,15130
cellular,aug,thu,399,1,999,1,failure,27759
cellular,aug,wed,220,5,999,0,nonexistent,26621
cellular,aug,fri,207,3,15,1,success,34589
cellular,jul,fri,396,2,999,0,nonexistent,30284
cellular,aug,mon,323,2,999,0,nonexistent,30083
cellular,jul,tue,220,4,999,0,nonexistent,36859
cellular,aug,fri,70,2,999,0,nonexistent,3246
cellular,may,thu,201,1,999,0,nonexistent,23831
cellular,mar,fri,288,3,999,0,nonexistent,20999
cellular,apr,fri,303,1,999,0,nonexistent,1858
telephone,may,mon,583,6,999,0,nonexistent,16975
cellular,nov,fri,100,1,999,0,nonexistent,24243
cellular,nov,tue,95,1,3,1,success,5118
telephone,jul,thu,24,1,999,0,nonexistent,26172
cellular,jul,mon,246,2,999,0,nonexistent,314
telephone,may,fri,69,1,999,0,nonexistent,24296
telephone,may,fri,110,2,999,0,nonexistent,2937
cellular,nov,fri,996,1,999,0,nonexistent,18439
cellular,aug,thu,208,4,999,0,nonexistent,15454
cellular,may,fri,42,4,999,0,nonexistent,29011
cellular,aug,thu,135,1,999,0,nonexistent,643
cellular,aug,thu,153,1,999,0,nonexistent,12155
cellular,aug,tue,479,4,999,0,nonexistent,36604
telephone,may,thu,322,1,999,0,nonexistent,31274
telephone,may,fri,75,2,999,0,nonexistent,27609
telephone,jun,thu,257,1,999,0,nonexistent,25818
cellular,oct,mon,79,1,999,2,failure,36095
telephone,may,wed,241,2,999,0,nonexistent,4171
telephone,may,wed,619,3,999,0,nonexistent,35186
cellular,aug,mon,91,2,999,0,nonexistent,27167
telephone,jun,wed,270,3,999,0,nonexistent,2296
cellular,nov,mon,178,1,999,0,nonexistent,18482
telephone,may,tue,98,1,999,0,nonexistent,25852
cellular,jul,tue,317,1,999,0,nonexistent,25673
telephone,jun,wed,184,2,999,0,nonexistent,15084
cellular,jul,fri,328,3,999,0,nonexistent,21971
cellular,nov,thu,126,1,999,0,nonexistent,33857
cellular,jun,wed,275,2,999,1,failure,8703
cellular,apr,tue,114,1,999,0,nonexistent,17501
telephone,jun,tue,207,1,999,0,nonexistent,19533
cellular,aug,fri,112,2,999,0,nonexistent,25413
cellular,jul,tue,238,3,999,0,nonexistent,36296
cellular,apr,fri,398,2,999,0,nonexistent,34687
cellular,aug,fri,298,1,999,0,nonexistent,24970
telephone,may,wed,52,4,999,0,nonexistent,4338
cellular,jul,fri,230,6,999,0,nonexistent,18665
telephone,jun,wed,67,2,999,0,nonexistent,20565
cellular,may,wed,320,3,999,0,nonexistent,29580
cellular,may,thu,67,1,999,1,failure,23561
telephone,may,mon,200,2,999,0,nonexistent,6300
cellular,jun,thu,113,1,999,0,nonexistent,17890
telephone,may,tue,427,1,999,0,nonexistent,12390
cellular,jul,fri,297,1,999,0,nonexistent,3323
telephone,jun,mon,163,1,999,0,nonexistent,7478
telephone,mar,wed,700,3,999,0,nonexistent,37736
cellular,jul,mon,833,5,999,0,nonexistent,28120
telephone,may,mon,272,1,999,0,nonexistent,13865
